invoice_id,supplier_id,buyer_id,lender_id,GSTIN,amount,date,PO_id,GRN_id,fraud_flag,gst_amount,po_number,grn_number,invoice_hash,duplicate_flag,fingerprint,near_duplicate,supplier_invoice_count,supplier_avg_amount,amount_deviation,lender_count,po_grn_match,po_missing,grn_missing,expected_gst,gst_deviation,gst_mismatch_flag,in_circular_cycle,graph_centrality,cascade_exposure_size,high_amount_flag,high_frequency_flag,supplier_id_enc,buyer_id_enc,lender_id_enc,anomaly_score,ml_fraud_flag,risk_score,final_flag,reason
INV908,SUP33,BUY50,LEN10,17LMQPN4435TRZL,17905,2024-06-27,PO269,GRN446,0,0.0,,,6e2b9a097213fe4275f42c3628b60f8b00cba56265a95516b6e1293c70d79569,0,17LMQPN4435TRZL 17905 2024-06-27 SUP33,0,60,59324.583333333336,41419.583333333336,1,0,1,1,3222.9,0.9996898166816589,1,0,0.1458966565349544,330,0,1,127,46,1,1,0,15,0,"GST Mismatch, High Activity, PO Missing, GRN Missing"
INV909,SUP193,BUY73,LEN12,17KTKXO8172BZZB,77945,2024-10-18,PO235,GRN402,0,0.0,,,6760b52eb164ecbf2baf88cfdf0f7e38a1b0f0b488bb2ba7631c062caab77fc4,0,17KTKXO8172BZZB 77945 2024-10-18 SUP193,0,51,75688.92156862745,2256.0784313725453,1,0,1,1,14030.1,0.9999287297503403,1,0,0.12158054711246201,330,0,0,104,71,3,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV910,SUP100,BUY8,LEN12,35PYNLU9835VAZR,28117,2024-02-27,PO482,GRN94,0,0.0,,,79a6fee3571a032f66b176f2702d1697a6757b2bd6db4ba41202bda4e1995fd1,0,35PYNLU9835VAZR 28117 2024-02-27 SUP100,0,49,71721.9387755102,43604.93877551021,1,0,1,1,5061.0599999999995,0.9998024519661955,1,0,0.12462006079027356,330,0,0,2,78,3,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV911,SUP138,BUY51,LEN4,21LKFPM9082XQZS,4655,2024-09-08,PO93,GRN251,0,0.0,,,6120cf3e2808afb03eb4a44a8abad18e4a9a91b67434feae0492eef24cfc2fb9,0,21LKFPM9082XQZS 4655 2024-09-08 SUP138,0,47,54683.48936170213,50028.48936170213,1,0,1,1,837.9,0.9988079628084396,1,0,0.1094224924012158,330,0,0,43,47,24,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV912,SUP132,BUY78,LEN13,36KCDDZ8744AIZP,20510,2024-02-01,PO397,GRN337,0,0.0,,,ce0e0ba7b74f257991ee783e405190cdd21e8125bdf241874a9fa20cd347c541,0,36KCDDZ8744AIZP 20510 2024-02-01 SUP132,0,47,66596.34042553192,46086.34042553192,1,0,1,1,3691.7999999999997,0.9997292027729636,1,0,0.11246200607902736,330,0,0,37,76,4,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV913,SUP17,BUY6,LEN11,34ZDHCI9805SOZS,91168,2024-02-26,PO124,GRN151,0,0.0,,,3030eacf483edfa9425d019df5d79a946bef67818d5bf7b5a609a239a9b8772b,0,34ZDHCI9805SOZS 91168 2024-02-26 SUP17,0,47,60046.36170212766,31121.63829787234,1,0,1,1,16410.239999999998,0.9999390661522225,1,0,0.12462006079027356,330,0,0,78,56,2,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV914,SUP109,BUY26,LEN6,02RJFBR7573DLZD,12854,2024-03-08,PO97,GRN39,0,0.0,,,596574491ae1f48b294da694805cf2945eddc82d72bb004191ca53c2f603f19e,0,02RJFBR7573DLZD 12854 2024-03-08 SUP109,0,47,68753.08510638298,55899.085106382976,1,0,1,1,2313.72,0.9995679823045552,1,0,0.11246200607902736,330,0,0,11,19,26,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV915,SUP182,BUY96,LEN4,36FCNIA3590CUZN,6524,2024-12-22,PO378,GRN61,0,0.0,,,53e9d025e86c5cc7faad26311287c0ced8a61d13f596e98dcb6d7bb8c982b566,0,36FCNIA3590CUZN 6524 2024-12-22 SUP182,0,58,57552.275862068964,51028.275862068964,2,0,1,1,1174.32,0.9991491678861927,1,0,0.1337386018237082,330,0,0,92,96,24,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV916,SUP135,BUY44,LEN18,01GOJKV2719LBZF,44152,2024-10-22,PO439,GRN404,1,0.0,,,668ffda85d5caddce1799556663cd3f9e9264d2f2f09524b6d07246efb5dad53,0,01GOJKV2719LBZF 44152 2024-10-22 SUP135,0,58,76131.75862068965,31979.758620689652,3,0,1,1,7947.36,0.9998741878827834,1,0,0.12462006079027356,330,0,0,40,39,9,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV917,SUP72,BUY76,LEN8,32REAVK9820EUZB,20751,2024-02-07,PO176,GRN317,1,0.0,,,4125607ddc6a93675f70fe134f526c806ff25726368ec666a263f0004b442d6c,0,32REAVK9820EUZB 20751 2024-02-07 SUP72,0,62,55104.1129032258,34353.1129032258,3,0,1,1,3735.18,0.9997323469425992,1,0,0.1458966565349544,330,0,1,170,74,28,-1,1,35,1,"ML Anomaly, GST Mismatch, Multi-Lender, High Activity, PO Missing, GRN Missing"
INV918,SUP86,BUY50,LEN5,20NNWEF0333URZF,86735,2024-01-17,PO249,GRN210,1,0.0,,,eb0804eaf558d1e45bd063cbb941e2af1efe5758f3c1c07023037402199508b7,0,20NNWEF0333URZF 86735 2024-01-17 SUP86,0,41,64733.60975609756,22001.39024390244,4,0,1,1,15612.3,0.9999359520408883,1,0,0.0911854103343465,330,0,0,185,46,25,-1,1,32,1,"ML Anomaly, GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV919,SUP9,BUY41,LEN2,02NAGJA6117SRZA,75092,2024-01-18,PO488,GRN89,0,0.0,,,601569c4a5bb4c93f8b813c1f7a51b5529a6981bf07425ae730ee3b9c9cc4ddf,0,02NAGJA6117SRZA 75092 2024-01-18 SUP9,0,55,74925.58181818182,166.41818181818235,3,0,1,1,13516.56,0.9999260221519268,1,0,0.1337386018237082,330,0,0,189,36,11,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV920,SUP78,BUY29,LEN2,34HBELN9748KIZT,42701,2024-12-24,PO32,GRN371,0,0.0,,,cb2804e86034a26f6c40a6118f38894cda4586a3236399cfeb36e438e25a1a5c,0,34HBELN9748KIZT 42701 2024-12-24 SUP78,0,54,61005.24074074074,18304.240740740737,2,0,1,1,7686.179999999999,0.9998699132841953,1,0,0.11246200607902736,330,0,0,176,22,11,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV921,SUP36,BUY84,LEN8,18HRSFL1641QIZW,93295,2024-01-19,PO233,GRN311,0,0.0,,,e38609d4cb961db224dd93b49cd767b8d7b75b970d3b3a366ed1a03d41e883e8,0,18HRSFL1641QIZW 93295 2024-01-19 SUP36,0,50,50120.72,43174.28,1,0,1,1,16793.1,0.9999404552789373,1,0,0.11246200607902736,330,0,0,130,83,28,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV922,SUP92,BUY5,LEN8,26FGZMN8655ETZU,72238,2024-06-09,PO443,GRN397,1,0.0,,,50250910f1f8a39caa475cc4ad7d8224febb357ed1ced14bd1029b55873111d6,0,26FGZMN8655ETZU 72238 2024-06-09 SUP92,0,50,61500.72,10737.279999999999,2,0,1,1,13002.84,0.9999230996382606,1,0,0.13677811550151975,330,0,0,192,45,28,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV923,SUP146,BUY33,LEN4,04XJAKQ2958OHZG,23752,2024-05-28,PO116,GRN252,0,0.0,,,7a361350d82ea9272441d2dfeb505778f17f673b05a32d4074755941dc245562,0,04XJAKQ2958OHZG 23752 2024-05-28 SUP146,0,41,67219.65853658537,43467.65853658537,1,0,1,1,4275.36,0.9997661562637383,1,0,0.1033434650455927,330,0,0,52,27,24,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV924,SUP177,BUY1,LEN14,23ELOPU4280BXZB,64856,2024-03-06,PO430,GRN24,0,0.0,,,83a83cb6efc099ebfa546e088c4162da0ea533f07b5ff1662bc97a62f3a49f02,0,23ELOPU4280BXZB 64856 2024-03-06 SUP177,0,53,63515.018867924526,1340.9811320754743,1,0,1,1,11674.08,0.9999143474819873,1,0,0.11550151975683891,330,0,0,86,0,5,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV925,SUP9,BUY2,LEN3,29WIDNJ4974KFZC,85774,2024-10-07,PO229,GRN462,0,0.0,,,562ee7d877fd7aed589771c67c647cce465babe5927961a46cc082cc8949b0c8,0,29WIDNJ4974KFZC 85774 2024-10-07 SUP9,0,55,74925.58181818182,10848.418181818182,1,0,1,1,15439.32,0.9999352345029119,1,0,0.1337386018237082,330,0,0,189,12,22,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV926,SUP118,BUY32,LEN7,07PRUQI0759IRZH,44989,2024-01-15,PO286,GRN64,0,0.0,,,5d365d5f7550243108a1ed3f395613aac3fec507659e48e125e1a67e2bd90436,0,07PRUQI0759IRZH 44989 2024-01-15 SUP118,0,57,56937.73684210526,11948.73684210526,3,0,1,1,8098.0199999999995,0.9998765282713217,1,0,0.13677811550151975,330,0,0,21,26,27,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV927,SUP124,BUY82,LEN24,31KHPRL2259NHZM,26363,2024-03-16,PO246,GRN49,1,0.0,,,bd27e35f8d724125f2d3ef9845251c51cce30b9632b351b2005ecda613351f56,0,31KHPRL2259NHZM 26363 2024-03-16 SUP124,0,54,68930.24074074074,42567.240740740745,2,0,1,1,4745.34,0.9997893113430559,1,0,0.13069908814589665,330,0,0,28,81,16,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV928,SUP138,BUY7,LEN28,14PXHZU1962YUZG,36005,2024-07-12,PO420,GRN499,1,0.0,,,9bf56adae52a1d923250c0d173e3661a7a8993dd1e255a45e589adab2a8142d4,0,14PXHZU1962YUZG 36005 2024-07-12 SUP138,0,47,54683.48936170213,18678.48936170213,1,0,1,1,6480.9,0.99984572424752,1,0,0.1094224924012158,330,0,0,43,67,20,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV929,SUP110,BUY7,LEN27,12XMYLE0388XYZC,91753,2024-09-19,PO474,GRN322,1,0.0,,,65093e571822530d48c6ba9afe8a86a341c34a159564d78b6d93517cc039151f,0,12XMYLE0388XYZC 91753 2024-09-19 SUP110,0,40,51618.375,40134.625,1,0,1,1,16515.54,0.9999394546315391,1,0,0.10638297872340426,330,0,0,13,67,19,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV930,SUP191,BUY25,LEN9,10EMABE6125KDZX,39650,2024-04-10,PO319,GRN193,0,0.0,,,c6914df668b76cdb6915aa79213e22c8aa8c8736fc7bcad60acbb0efb39aa44d,0,10EMABE6125KDZX 39650 2024-04-10 SUP191,0,55,57240.2,17590.199999999997,1,0,1,1,7137.0,0.9998599047352199,1,0,0.1398176291793313,330,0,0,102,18,29,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV931,SUP77,BUY55,LEN10,36WGGVF2332WBZH,81198,2024-04-10,PO143,GRN74,0,0.0,,,cffba6e00df1537ebe5fad2a0e4d80445e6f30008db67ec13bfb2f371ad53b1b,0,36WGGVF2332WBZH 81198 2024-04-10 SUP77,0,58,63200.96551724138,17997.034482758623,1,0,1,1,14615.64,0.999931584823872,1,0,0.13069908814589665,330,0,0,175,51,1,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV932,SUP90,BUY91,LEN1,08AASYW8202CSZE,5620,2024-06-27,PO425,GRN239,0,0.0,,,07f4ece9cac6e32452c444f2b81d8e1fd05ec435e9ee58b2e1815615d732ddc7,0,08AASYW8202CSZE 5620 2024-06-27 SUP90,0,43,51673.74418604651,46053.74418604651,1,0,1,1,1011.5999999999999,0.9990124432154849,1,0,0.11550151975683891,330,0,0,190,91,0,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV933,SUP102,BUY56,LEN12,02JTHHZ3970YHZN,72157,2024-09-21,PO393,GRN127,0,0.0,,,e998504cd41f058fe958230e27e733ad44f05842173fb8c965d3a89c13363108,0,02JTHHZ3970YHZN 72157 2024-09-21 SUP102,0,50,72998.38,841.3800000000047,1,0,1,1,12988.26,0.9999230133202354,1,0,0.12158054711246201,330,0,0,4,52,3,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV934,SUP114,BUY6,LEN8,34XCEEK3889TDZK,11424,2024-11-18,PO287,GRN410,0,0.0,,,3e6b1b7bafe32e297ce96e6bc64982d78c7bac3469aeb94800422b7c52651797,0,34XCEEK3889TDZK 11424 2024-11-18 SUP114,0,57,60524.38596491228,49100.38596491228,2,0,1,1,2056.3199999999997,0.9995139307448525,1,0,0.11854103343465046,330,0,0,17,56,28,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV935,SUP131,BUY59,LEN1,03WSNXA3934SNZX,44877,2024-03-16,PO61,GRN365,0,0.0,,,760ff2253baeefa4d83270b0be99cef1c9de08c196d76f4ba5ef38312e7dbd47,0,03WSNXA3934SNZX 44877 2024-03-16 SUP131,0,58,60982.8275862069,16105.827586206899,1,0,1,1,8077.86,0.9998762201597751,1,0,0.1337386018237082,330,0,0,36,55,0,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV936,SUP8,BUY12,LEN7,21PLSBM1128EFZX,11396,2024-10-22,PO482,GRN118,0,0.0,,,363d78dfcd446fbf84ad87e9d3a242fa13c523ed33b71c9a51ffb12917030206,0,21PLSBM1128EFZX 11396 2024-10-22 SUP8,0,57,61819.43859649123,50423.43859649123,1,0,1,1,2051.2799999999997,0.9995127370534235,1,0,0.13677811550151975,330,0,0,178,4,27,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV937,SUP97,BUY21,LEN18,28CJDQS8119FLZX,90600,2024-07-06,PO3,GRN120,0,0.0,,,18739be77fb0c1b06e4b22af02679712dcbeb2f3e1a801cbe74570254040762b,0,28CJDQS8119FLZX 90600 2024-07-06 SUP97,0,66,68939.69696969698,21660.303030303025,1,0,1,1,16308.0,0.9999386841621191,1,0,0.13677811550151975,330,0,1,197,14,9,1,0,15,0,"GST Mismatch, High Activity, PO Missing, GRN Missing"
INV938,SUP171,BUY15,LEN2,13CJIFG7514JSZI,23804,2024-06-11,PO384,GRN496,0,0.0,,,83d1766d18e84ec598647f5b016b3c1f445037a6a568cb126fbaf997f3a0642d,0,13CJIFG7514JSZI 23804 2024-06-11 SUP171,0,48,63039.583333333336,39235.583333333336,3,0,1,1,4284.72,0.9997666669777774,1,0,0.11854103343465046,330,0,0,80,7,11,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV939,SUP23,BUY23,LEN2,33SWZWB4742SWZC,9543,2024-06-01,PO20,GRN250,0,0.0,,,1c673f16caffe56e47e7521d9d72bfd76a41f02c5be2546a72a9862079f84bcf,0,33SWZWB4742SWZC 9543 2024-06-01 SUP23,0,50,69032.06,59489.06,2,0,1,1,1717.74,0.9994181784330382,1,0,0.1276595744680851,330,0,0,116,16,11,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV940,SUP33,BUY59,LEN12,20BSMVO2776PGZK,44440,2024-11-10,PO114,GRN271,0,0.0,,,ab04f48b39877a5a72da359e940b70aeba1800212c47a51118763ce657f6ce9b,0,20BSMVO2776PGZK 44440 2024-11-10 SUP33,0,60,59324.583333333336,14884.583333333336,1,0,1,1,7999.2,0.9998750031249218,1,0,0.1458966565349544,330,0,1,127,55,3,1,0,15,0,"GST Mismatch, High Activity, PO Missing, GRN Missing"
INV941,SUP156,BUY59,LEN30,24KAVNR2349FSZG,12632,2024-11-10,PO370,GRN111,1,0.0,,,88993a889ba8c92a84c5a54d50158b015392234b2117f2a04c8953172fe3c9b3,0,24KAVNR2349FSZG 12632 2024-11-10 SUP156,0,49,52816.97959183674,40184.97959183674,1,0,1,1,2273.7599999999998,0.999560393184336,1,0,0.11550151975683891,330,0,0,63,55,23,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV942,SUP114,BUY14,LEN6,36PDJZL7429LVZN,10569,2024-08-20,PO32,GRN167,0,0.0,,,f91f55841ae1865e64b4fe36148e15f6d5fd8b9eae01168f0f92bb470bed3d70,0,36PDJZL7429LVZN 10569 2024-08-20 SUP114,0,57,60524.38596491228,49955.38596491228,1,0,1,1,1902.4199999999998,0.9994746298767482,1,0,0.11854103343465046,330,0,0,17,6,26,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV943,SUP68,BUY49,LEN14,32YDYJV9374LHZT,52609,2024-03-09,PO110,GRN446,0,0.0,,,7736e3d613cf1ab55b72845473dedde9c66551495074bbb3d00e9bce06e02b85,0,32YDYJV9374LHZT 52609 2024-03-09 SUP68,0,47,59220.255319148935,6611.255319148935,2,0,1,1,9469.619999999999,0.99989441029204,1,0,0.12158054711246201,330,0,0,165,44,5,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV944,SUP25,BUY34,LEN27,14ITGKI7530FXZQ,80483,2024-12-10,PO131,GRN488,1,0.0,,,1d544d223befc39bd6ace4b1e458383005e005cec86dc2837737b6b2912d4393,0,14ITGKI7530FXZQ 80483 2024-12-10 SUP25,0,55,71308.54545454546,9174.454545454544,1,0,1,1,14486.939999999999,0.9999309770747256,1,0,0.13069908814589665,330,0,0,118,28,19,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV945,SUP47,BUY50,LEN20,14HTHGD9453DRZX,76889,2024-04-10,PO69,GRN434,1,0.0,,,1e57950bc92ecae7e13ea80a058dd038f400dd6334433ddf05f508463d8ed663,0,14HTHGD9453DRZX 76889 2024-04-10 SUP47,0,62,82588.79032258065,5699.790322580651,2,0,1,1,13840.019999999999,0.9999277509894502,1,0,0.1398176291793313,330,0,1,142,46,12,1,0,20,1,"GST Mismatch, Multi-Lender, High Activity, PO Missing, GRN Missing"
INV946,SUP169,BUY10,LEN16,17LQCCG8261WHZU,56092,2024-01-21,PO83,GRN169,0,0.0,,,73784173e1407b6c4190424cd2100bf942a0be5f64122a88f40e8892a2553594,0,17LQCCG8261WHZU 56092 2024-01-21 SUP169,0,49,79168.02040816327,23076.02040816327,1,0,1,1,10096.56,0.9999009661740064,1,0,0.11854103343465046,330,0,0,77,1,7,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV947,SUP198,BUY83,LEN6,08FWRIT6234AIZQ,14096,2024-11-20,PO220,GRN157,0,0.0,,,e8d5cbb835cfdd9d262c8fbe8819602fbc0163b6e6187af9f686c3be570d8312,0,08FWRIT6234AIZQ 14096 2024-11-20 SUP198,0,41,72572.39024390244,58476.39024390244,2,0,1,1,2537.2799999999997,0.9996060324314102,1,0,0.1033434650455927,330,0,0,109,82,26,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV948,SUP16,BUY72,LEN14,14EKCMZ3072WPZH,60048,2024-07-23,PO257,GRN247,0,0.0,,,f59fecd305f21fbbe2b0206d8d15024d6e8fcb903132878b16b880815fa7489b,0,14EKCMZ3072WPZH 60048 2024-07-23 SUP16,0,45,72919.33333333333,12871.333333333328,1,0,1,1,10808.64,0.999907489981165,1,0,0.11246200607902736,330,0,0,67,70,5,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV949,SUP136,BUY12,LEN18,22DZLGK3572RAZT,17524,2024-06-09,PO233,GRN461,0,0.0,,,c3481f88ea30ed421cd9dee381a6326839c56970bed010a78d942ff0940106d4,0,22DZLGK3572RAZT 17524 2024-06-09 SUP136,0,45,63280.2,45756.2,1,0,1,1,3154.3199999999997,0.9996830749337626,1,0,0.11246200607902736,330,0,0,41,4,9,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV950,SUP166,BUY33,LEN2,12SWJAP8253RDZB,28687,2024-04-21,PO288,GRN401,0,0.0,,,8410732c94291eb6178c61e25dc72b51be716726f569ee6905d3004792985719,0,12SWJAP8253RDZB 28687 2024-04-21 SUP166,0,52,85300.38461538461,56613.38461538461,1,0,1,1,5163.66,0.999806376412,1,0,0.1276595744680851,330,0,0,74,27,11,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV951,SUP178,BUY23,LEN28,35HGMEZ6613ZMZZ,32671,2024-05-22,PO107,GRN490,1,0.0,,,d2b628a4409684a31763f0672227668b63e06e41954bbc3ce297758d638eac7e,0,35HGMEZ6613ZMZZ 32671 2024-05-22 SUP178,0,54,71908.38888888889,39237.38888888889,1,0,1,1,5880.78,0.9998299834403871,1,0,0.12462006079027356,330,0,0,87,16,20,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV952,SUP174,BUY60,LEN8,12IIJQS6342IAZX,34391,2024-12-17,PO50,GRN223,0,0.0,,,64ea1b26e41d16e9eae7ec2550304c9e30f3d38d8a89feb58cd67ac23303587d,0,12IIJQS6342IAZX 34391 2024-12-17 SUP174,0,49,76702.44897959183,42311.448979591834,1,0,1,1,6190.38,0.999838485119634,1,0,0.1094224924012158,330,0,0,83,57,28,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV953,SUP76,BUY42,LEN6,08MCGZB0314IHZP,12401,2024-09-04,PO326,GRN329,0,0.0,,,f9fb923f13a741dd7555a9f0e3eefe80c1a4949452b31a798b0b18417b4cb708,0,08MCGZB0314IHZP 12401 2024-09-04 SUP76,0,45,60396.666666666664,47995.666666666664,1,0,1,1,2232.18,0.999552208062046,1,0,0.10030395136778116,330,0,0,174,37,26,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV954,SUP155,BUY77,LEN15,37UYTNN2668ZXZT,3320,2024-08-16,PO254,GRN153,0,0.0,,,8edaf4b558e2e7209626d5c88bd2af59b7531eaf6164ee01646998ddb2108fb8,0,37UYTNN2668ZXZT 3320 2024-08-16 SUP155,0,59,72677.38983050847,69357.38983050847,1,0,1,1,597.6,0.998329435349148,1,0,0.1398176291793313,330,0,0,62,75,6,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV955,SUP156,BUY67,LEN14,09PUOND1007CWZO,42265,2024-08-12,PO292,GRN83,0,0.0,,,8cf9cdc9551bda80a6e6cd03a64ad9eee81fee5f8838f99a63461afb6cced2b0,0,09PUOND1007CWZO 42265 2024-08-12 SUP156,0,49,52816.97959183674,10551.979591836738,1,0,1,1,7607.7,0.9998685715036735,1,0,0.11550151975683891,330,0,0,63,64,5,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV956,SUP127,BUY64,LEN16,37YNCXX2026UUZE,45151,2024-10-24,PO269,GRN151,0,0.0,,,7c20e3196666dbf3f42fa30f7bdb2b0e50461a42ccd94a905c001ef58cfe86a1,0,37YNCXX2026UUZE 45151 2024-10-24 SUP127,0,56,78795.46428571429,33644.46428571429,2,0,1,1,8127.179999999999,0.9998769712284915,1,0,0.12158054711246201,330,0,0,31,61,7,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV957,SUP120,BUY66,LEN4,01RUIEX7479UOZB,17001,2024-01-20,PO313,GRN42,0,0.0,,,24be3b2f9e05d0e73cfd5ea5131190026ba87574e72e5114635b59d4049a6e9c,0,01RUIEX7479UOZB 17001 2024-01-20 SUP120,0,60,59002.86666666667,42001.86666666667,1,0,1,1,3060.18,0.9996733285857088,1,0,0.1398176291793313,330,0,1,24,63,24,1,0,15,0,"GST Mismatch, High Activity, PO Missing, GRN Missing"
INV958,SUP72,BUY45,LEN18,02XNIYV0016EOZY,60108,2024-08-25,PO29,GRN364,0,0.0,,,e1ee98c6ae1b23bf232e6787b990cb2c9f46a6bf705de8441100fdd1e8ea909a,0,02XNIYV0016EOZY 60108 2024-08-25 SUP72,0,62,55104.1129032258,5003.887096774197,1,0,1,1,10819.439999999999,0.9999075823164307,1,0,0.1458966565349544,330,0,1,170,40,9,1,0,15,0,"GST Mismatch, High Activity, PO Missing, GRN Missing"
INV959,SUP35,BUY38,LEN14,14JBJXV0587MNZW,70458,2024-03-06,PO339,GRN441,0,0.0,,,c627b0400cec01249dbaaf38528d663f3c40e82bba1e3b2346c754b7d281b6c7,0,14JBJXV0587MNZW 70458 2024-03-06 SUP35,0,56,51372.607142857145,19085.392857142855,1,0,1,1,12682.439999999999,0.9999211570362615,1,0,0.14285714285714285,330,0,0,129,32,5,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV960,SUP19,BUY60,LEN20,13ONYSJ1449WYZE,3736,2024-06-22,PO369,GRN305,0,0.0,,,9a61626878785835369e65324a6854c3324c27d224da24bde2050a8a19d18440,0,13ONYSJ1449WYZE 3736 2024-06-22 SUP19,0,48,69655.64583333333,65919.64583333333,2,0,1,1,672.48,0.9985151749123953,1,0,0.11854103343465046,330,0,0,100,57,12,-1,1,32,1,"ML Anomaly, GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV961,SUP142,BUY67,LEN29,14KDJUJ6978NOZS,82616,2024-11-19,PO9,GRN194,1,0.0,,,849f2315d37b83f5131e477cd0ce4a959814aa21464b67d6beaffd508d3bed57,0,14KDJUJ6978NOZS 82616 2024-11-19 SUP142,0,46,60004.30434782609,22611.695652173912,1,0,1,1,14870.88,0.9999327590055864,1,0,0.1276595744680851,330,0,0,48,64,21,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV962,SUP111,BUY15,LEN16,02AKNDP4560ZKZR,56803,2024-01-18,PO217,GRN440,0,0.0,,,b5ae15353f8c9889632adfd6220c9a1f73b32f778b53d06927e4e3ef174b0b23,0,02AKNDP4560ZKZR 56803 2024-01-18 SUP111,0,41,68810.56097560975,12007.560975609755,1,0,1,1,10224.539999999999,0.9999022056536867,1,0,0.1094224924012158,330,0,0,14,7,7,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV963,SUP114,BUY90,LEN1,26QISOE8682XKZC,32575,2024-03-17,PO458,GRN463,1,0.0,,,97af97685f36e20316e1fd355c2b506f487efebab59f5821b33857e20e375395,0,26QISOE8682XKZC 32575 2024-03-17 SUP114,0,57,60524.38596491228,27949.385964912282,2,0,1,1,5863.5,0.9998294824793248,1,0,0.11854103343465046,330,0,0,17,90,0,1,0,17,0,"GST Mismatch, Multi-Lender, PO Missing, GRN Missing"
INV964,SUP192,BUY98,LEN10,19VYAQA4590HOZP,70878,2024-11-19,PO409,GRN202,0,0.0,,,50279139322ecded69b1255701427fc56f29d044149b84887ca89954d58c5fd6,0,19VYAQA4590HOZP 70878 2024-11-19 SUP192,0,41,58217.26829268293,12660.73170731707,1,0,1,1,12758.039999999999,0.9999216241974318,1,0,0.10030395136778116,330,0,0,103,98,1,1,0,12,0,"GST Mismatch, PO Missing, GRN Missing"
INV965,SUP157,BUY55,LEN28,31GNUJO7621BWZP,66335,2024-02-21,PO175,GRN109,1,0.0,,,0fb65caa761987a14712465e5a779af2c466697a31e81abf88a1772c850e3fb2,0,31GNUJO7621BWZP 66335 2024-02-21 SUP157,0,61,63669.86885245902,2665.131147540982,1,0,1,1,11940.3,0.9999162570239422,1,0,0.1398176291793313,330,0,1,64,51,20,1,0,15,0,"GST Mismatch, High Activity, PO Missing, GRN Missing"
