invoice_id,supplier_id,buyer_id,lender_id,GSTIN,amount,date,PO_id,GRN_id,fraud_flag
INV2280,SUP78,BUY14,LEN16,29NTSMY8744BCZP,31630,19-03-2024,PO310,GRN71,0
INV2281,SUP68,BUY96,LEN5,04QTTMJ8881BTZW,21359,08-11-2024,PO397,GRN267,0
INV2282,SUP181,BUY92,LEN25,34MUKCY9238RXZN,85035,12-06-2024,PO416,GRN380,1
INV2283,SUP10,BUY33,LEN10,35SPUDA1489NTZR,33792,26-06-2024,PO443,GRN469,0
INV2284,SUP77,BUY95,LEN17,15WVJBJ9720LFZK,92070,01-07-2024,PO166,GRN154,0
INV2285,SUP169,BUY70,LEN14,04DSJNE3126LYZM,53701,14-11-2024,PO420,GRN478,0
INV2286,SUP2,BUY30,LEN10,21QGORI9560KQZZ,63162,20-09-2024,PO492,GRN348,0
INV2287,SUP24,BUY89,LEN2,25UHQID7749UGZG,15784,03-11-2024,PO178,GRN333,0
INV2288,SUP63,BUY62,LEN19,10BZKMT0045UWZK,22127,28-01-2024,PO248,GRN332,0
INV2289,SUP76,BUY29,LEN25,10IVWXQ3548ITZR,99314,11-11-2024,PO193,GRN267,1
INV2290,SUP196,BUY44,LEN18,07EZEJP5636LGZB,307721,08-06-2024,PO496,GRN323,1
INV2291,SUP27,BUY11,LEN4,11VFOVP2633DFZN,29179,18-02-2024,PO429,GRN282,0
INV2292,SUP134,BUY52,LEN15,14KKZTS2256NTZB,8641,12-12-2024,PO266,GRN270,1
INV2293,SUP148,BUY93,LEN20,08NYPQI4972UKZW,3045,05-12-2024,PO368,GRN242,0
INV2294,SUP70,BUY2,LEN25,02AKZUN6108RCZA,28460,10-09-2024,PO359,GRN288,1
INV2295,SUP75,BUY19,LEN22,18MCJLT9550UFZG,92892,02-05-2024,PO460,GRN463,1
INV2296,SUP156,BUY99,LEN9,17LICNU4686UJZS,70565,27-07-2024,PO437,GRN6,0
INV2297,SUP100,BUY88,LEN13,02XRQHX2379XBZV,86626,13-08-2024,PO398,GRN476,0
INV2298,SUP100,BUY77,LEN8,31JXZKT3730GBZM,84775,26-08-2024,PO427,GRN169,0
INV2299,SUP112,BUY24,LEN16,19BVVHG9308BUZP,77460,17-06-2024,PO94,GRN88,0
INV2300,SUP134,BUY7,LEN6,35DJMQX4187ODZE,66017,12-05-2024,PO199,GRN414,0
INV2301,SUP16,BUY29,LEN1,09DZHWB8008LEZR,36719,23-09-2024,PO274,GRN116,0
INV2302,SUP145,BUY44,LEN6,07JIIOA5340VTZD,36511,23-03-2024,PO266,GRN443,0
INV2303,SUP134,BUY54,LEN29,26IFVSE9752NPZX,92914,01-10-2024,PO145,GRN103,1
INV2304,SUP174,BUY30,LEN4,11IVYRB1550ONZZ,382686,11-11-2024,PO17,GRN363,1
INV2305,SUP118,BUY64,LEN6,28YDUOK5430MLZS,70257,23-02-2024,PO264,GRN313,0
INV2306,SUP41,BUY36,LEN16,24LPICQ4719TRZV,14699,19-07-2024,PO5,GRN311,0
INV2307,SUP166,BUY40,LEN2,37INYCG9062FSZC,76188,16-08-2024,PO317,GRN139,1
INV2308,SUP76,BUY54,LEN9,35FYBPQ1559KHZS,13032,11-01-2024,PO206,GRN22,0
INV2309,SUP81,BUY41,LEN5,04JRNSI7947GDZK,89593,07-07-2024,PO143,GRN267,0
INV2310,SUP147,BUY23,LEN2,18HHBNG9801JBZB,83917,27-08-2024,PO359,GRN385,0
INV2311,SUP63,BUY58,LEN2,12QAHAQ7664MRZN,90906,06-01-2024,PO326,GRN231,0
INV2312,SUP169,BUY18,LEN19,05ONLGC6649QQZV,62639,21-02-2024,PO146,GRN120,0
INV2313,SUP80,BUY15,LEN13,28KGSDR5790LUZT,14808,16-02-2024,PO114,GRN115,0
INV2314,SUP198,BUY28,LEN15,33RWUVZ2716KKZD,46548,22-01-2024,PO9,GRN249,0
INV2315,SUP5,BUY92,LEN5,36PFLEZ9843UBZC,87124,13-12-2024,PO464,GRN420,1
INV2316,SUP108,BUY71,LEN12,37DMEIS6952HTZS,79688,12-03-2024,PO488,GRN198,0
INV2317,SUP122,BUY24,LEN16,01WFHBB6236WSZI,98295,09-04-2024,PO9,GRN370,1
INV2318,SUP61,BUY73,LEN2,25DEPTN7187IIZX,75237,01-10-2024,PO75,GRN8,0
INV2319,SUP42,BUY15,LEN5,07LULON2527EZZU,43777,10-08-2024,PO170,GRN130,0
INV2320,SUP27,BUY39,LEN12,08HNKGS4230PEZI,4701,19-10-2024,PO124,GRN422,0
INV2321,SUP87,BUY76,LEN22,36VUFFX8677KGZT,33209,28-06-2024,PO350,GRN300,1
INV2322,SUP56,BUY19,LEN10,28FDJSB6014IXZS,85282,18-03-2024,PO296,GRN365,0
INV2323,SUP94,BUY18,LEN10,34LSBLE2986FCZY,14985,04-02-2024,PO30,GRN377,0
INV2324,SUP19,BUY44,LEN10,17ZDGOL7110TEZH,34784,01-01-2024,PO228,GRN407,0
INV2325,SUP171,BUY51,LEN15,16WBLPG0706TFZC,59583,06-11-2024,PO415,GRN81,0
INV2326,SUP78,BUY57,LEN10,32WFLLH7821YHZX,94989,12-12-2024,PO240,GRN391,0
INV2327,SUP45,BUY18,LEN19,11FTNBA4357IIZX,9644,11-10-2024,PO116,GRN210,0
INV2328,SUP195,BUY72,LEN17,21STVUC6301CJZR,66141,03-08-2024,PO80,GRN478,0
INV2329,SUP127,BUY17,LEN23,26DVNFT3972AMZY,5817,13-02-2024,PO315,GRN41,1
INV2330,SUP80,BUY76,LEN16,20TKHMX7186XLZZ,70712,10-05-2024,PO386,GRN79,0
INV2331,SUP194,BUY47,LEN1,23AFEPQ4239THZD,5899,27-01-2024,PO275,GRN338,0
INV2332,SUP8,BUY9,LEN1,33SYBBS6874ZXZT,46519,10-11-2024,PO440,GRN358,0
INV2333,SUP6,BUY72,LEN13,07GXRZV7794CZZA,87049,19-02-2024,PO209,GRN237,0
INV2334,SUP6,BUY60,LEN13,07TOQFS8017KWZR,81565,17-09-2024,PO120,GRN390,0
INV2335,SUP169,BUY42,LEN24,18VRYZH5343QTZT,68744,25-05-2024,PO423,GRN154,1
INV2336,SUP129,BUY32,LEN4,28FVYYY9308PYZP,73855,03-05-2024,PO442,GRN346,0
INV2337,SUP175,BUY25,LEN18,26EFLBX1423NTZN,4397,04-12-2024,PO121,GRN121,0
INV2338,SUP195,BUY47,LEN7,18OMQDG5358IEZC,20637,16-06-2024,PO218,GRN477,0
INV2339,SUP96,BUY70,LEN13,05IVEWP8152UJZY,17136,26-01-2024,PO256,GRN29,0
INV2340,SUP154,BUY55,LEN8,33YERZT8374TAZV,42914,07-06-2024,PO395,GRN90,0
INV2341,SUP75,BUY88,LEN3,01PIAQJ2300UQZZ,9707,06-01-2024,PO347,GRN177,0
INV2342,SUP71,BUY9,LEN16,17OXSXT4307FKZP,17365,15-06-2024,PO359,GRN288,0
INV2343,SUP159,BUY81,LEN24,17JWAKC3849BVZB,55296,04-10-2024,PO262,GRN252,1
INV2344,SUP172,BUY78,LEN16,02NEMYG9504MWZX,94793,06-09-2024,PO88,GRN342,0
INV2345,SUP22,BUY94,LEN19,26OQOLV6363CHZC,5212,05-01-2024,PO271,GRN350,0
INV2346,SUP109,BUY41,LEN2,36EAHRE9707WDZH,91826,14-12-2024,PO375,GRN278,1
INV2347,SUP50,BUY17,LEN17,30AEDRT4068BVZV,71417,09-11-2024,PO103,GRN467,0
INV2348,SUP16,BUY86,LEN7,16TJHRW7271BBZW,14102,03-01-2024,PO391,GRN43,0
INV2349,SUP11,BUY8,LEN25,08UVWZD1340LEZQ,5117,26-07-2024,PO326,GRN312,1
INV2350,SUP83,BUY71,LEN8,28MGOCH7902PFZN,90110,28-04-2024,PO221,GRN198,0
INV2351,SUP57,BUY74,LEN10,26JRHUK6558VJZU,360497,26-02-2024,PO17,GRN199,1
INV2352,SUP111,BUY71,LEN9,03CFDZU0043CWZM,14485,27-10-2024,PO206,GRN348,0
INV2353,SUP157,BUY10,LEN12,22EFGDF3421JHZK,77257,21-09-2024,PO479,GRN90,1
INV2354,SUP140,BUY67,LEN6,37NULMJ0100YVZH,66301,26-01-2024,PO213,GRN263,0
INV2355,SUP170,BUY12,LEN29,17GSWKK9087HOZA,59447,22-06-2024,PO386,GRN394,1
INV2356,SUP47,BUY51,LEN10,37FBETK8719CFZV,40044,27-06-2024,PO445,GRN28,0
INV2357,SUP188,BUY21,LEN14,26IMMJE6714JYZP,64938,05-10-2024,PO378,GRN125,1
INV2358,SUP173,BUY26,LEN1,08PHWUQ2744FAZZ,58046,25-11-2024,PO3,GRN119,0
INV2359,SUP178,BUY57,LEN2,15HXVQU4629FXZR,53806,20-12-2024,PO237,GRN29,0
INV2360,SUP111,BUY72,LEN9,16GRSFE5254MSZJ,354456,26-01-2024,PO399,GRN424,1
INV2361,SUP17,BUY56,LEN2,32XQZXQ7254EHZA,87279,17-04-2024,PO445,GRN365,0
INV2362,SUP118,BUY60,LEN18,08KONPL6033CTZC,41495,10-09-2024,PO115,GRN376,0
INV2363,SUP76,BUY70,LEN4,13RMBDJ7830HXZF,87641,22-06-2024,PO50,GRN61,0
INV2364,SUP139,BUY87,LEN5,29CGPTH7392VDZE,219648,15-08-2024,PO282,GRN409,1
INV2365,SUP159,BUY12,LEN3,08DAENM8950VJZY,44956,16-01-2024,PO487,GRN129,0
INV2366,SUP185,BUY38,LEN1,33TVJCL0110ACZM,210343,26-01-2024,PO171,GRN384,1
INV2367,SUP42,BUY9,LEN17,32GSXLE7967TJZA,43706,09-02-2024,PO55,GRN344,0
INV2368,SUP197,BUY64,LEN23,36BYIWH3055XSZI,1455,07-02-2024,PO249,GRN137,1
INV2369,SUP79,BUY64,LEN19,28YHUFI3561DBZU,8473,22-06-2024,PO185,GRN418,0
INV2370,SUP147,BUY68,LEN14,08QWVAG5552ISZK,59491,16-08-2024,PO437,GRN248,0
INV2371,SUP186,BUY45,LEN1,22ASDFR5410PFZL,76281,24-10-2024,PO266,GRN126,0
INV2372,SUP101,BUY7,LEN5,34JDGEZ2881GOZI,37078,16-12-2024,PO252,GRN303,0
INV2373,SUP171,BUY32,LEN12,01TJFLN2197AOZJ,54633,10-04-2024,PO114,GRN246,0
INV2374,SUP122,BUY75,LEN15,20NBERA6118BSZO,96730,14-06-2024,PO418,GRN108,0
INV2375,SUP119,BUY72,LEN26,28MUTQH8998QLZV,82956,06-03-2024,PO443,GRN220,1
INV2376,SUP64,BUY53,LEN7,22BQEFJ2961AQZZ,19654,11-08-2024,PO352,GRN321,1
INV2377,SUP138,BUY76,LEN9,33RHGIN0985NTZB,54293,25-04-2024,PO234,GRN336,0
INV2378,SUP59,BUY33,LEN16,31ELDAY3579XFZI,45903,27-04-2024,PO364,GRN437,0
INV2379,SUP98,BUY3,LEN15,30NNNSC9423EQZJ,45765,19-07-2024,PO285,GRN11,0
INV2380,SUP91,BUY57,LEN2,32BJOCT3920RIZC,37417,12-01-2024,PO210,GRN49,0
INV2381,SUP72,BUY67,LEN5,22SVCEZ7100QWZQ,68833,05-02-2024,PO283,GRN378,0
INV2382,SUP107,BUY49,LEN1,16PQRGB2241YDZQ,16831,19-07-2024,PO344,GRN403,0
INV2383,SUP13,BUY14,LEN10,16HVHHR5118CRZT,313516,08-06-2024,PO212,GRN35,1
INV2384,SUP175,BUY64,LEN5,09DKKWN3420HYZZ,76712,02-06-2024,PO135,GRN182,0
INV2385,SUP146,BUY73,LEN1,17SEATU0391WVZY,51588,15-02-2024,PO75,GRN235,0
INV2386,SUP64,BUY61,LEN10,22PAFTP1302HTZR,79152,07-12-2024,PO142,GRN192,0
INV2387,SUP120,BUY59,LEN17,16VRBWI3824OUZM,44657,14-01-2024,PO97,GRN86,0
INV2388,SUP37,BUY28,LEN9,25RZPLY7464JEZM,83374,24-02-2024,PO104,GRN488,0
INV2389,SUP185,BUY72,LEN7,28LTDBH7983DSZD,218796,15-06-2024,PO313,GRN163,1
INV2390,SUP188,BUY2,LEN16,19NWSYU6677DOZJ,35410,27-10-2024,PO409,GRN476,0
INV2391,SUP93,BUY19,LEN13,17RTPMW7925MDZA,413311,26-04-2024,PO365,GRN24,1
INV2392,SUP52,BUY97,LEN11,05RMWZV9378CDZZ,53486,26-12-2024,PO373,GRN309,0
INV2393,SUP156,BUY34,LEN9,14CWNRL9367MOZO,25604,02-10-2024,PO96,GRN393,1
INV2394,SUP40,BUY79,LEN15,11UZBLQ4380PWZH,54194,14-01-2024,PO128,GRN350,1
INV2395,SUP35,BUY36,LEN8,37DZOEK7565MKZN,14637,17-11-2024,PO55,GRN400,1
INV2396,SUP149,BUY11,LEN8,01AJEWH2829IPZN,37767,09-02-2024,PO285,GRN353,0
INV2397,SUP9,BUY60,LEN17,12SBTLC1467SFZD,42559,09-02-2024,PO372,GRN486,0
INV2398,SUP131,BUY26,LEN23,07HVPRF7063JAZI,89927,17-06-2024,PO480,GRN332,1
INV2399,SUP79,BUY65,LEN17,16GRAGN5887AKZX,71727,26-08-2024,PO84,GRN143,0
INV2400,SUP181,BUY50,LEN5,27JSHTS7203BHZG,88801,08-03-2024,PO451,GRN410,0
INV2401,SUP120,BUY40,LEN1,16ZXFAB4316GUZD,394859,21-09-2024,PO173,GRN136,1
INV2402,SUP25,BUY5,LEN5,17IJKSS8120RRZU,12520,19-03-2024,PO165,GRN56,1
INV2403,SUP87,BUY63,LEN19,13LGBXV7512IHZS,1066,21-09-2024,PO205,GRN150,0
INV2404,SUP26,BUY38,LEN20,21AKJFO4935WVZQ,96672,04-03-2024,PO444,GRN30,0
INV2405,SUP125,BUY70,LEN20,22SQDHJ2074HKZA,9022,10-05-2024,PO43,GRN403,0
INV2406,SUP96,BUY94,LEN7,37LFZUQ2930JVZX,34351,07-05-2024,PO354,GRN199,0
INV2407,SUP126,BUY23,LEN27,16XTHEE9483CMZD,73840,03-08-2024,PO197,GRN245,1
INV2408,SUP89,BUY52,LEN5,37PTZBP2262IPZR,18535,10-12-2024,PO124,GRN36,0
INV2409,SUP161,BUY95,LEN14,34PZHDT0237GPZL,42589,13-04-2024,PO497,GRN162,0
INV2410,SUP41,BUY30,LEN14,34QRAOT7720BVZU,18663,10-09-2024,PO43,GRN49,0
INV2411,SUP172,BUY34,LEN5,14BXQJO7812EVZH,36394,04-07-2024,PO169,GRN217,0
INV2412,SUP125,BUY56,LEN5,29EVISP6216UGZC,297926,01-06-2024,PO500,GRN468,1
INV2413,SUP179,BUY51,LEN28,33BRYPB8546ACZT,59925,08-06-2024,PO237,GRN190,1
INV2414,SUP163,BUY47,LEN2,37RBGPL3521XBZS,48437,18-07-2024,PO115,GRN59,1
INV2415,SUP163,BUY6,LEN21,04GPIIG4032POZN,25802,18-07-2024,PO492,GRN272,1
INV2416,SUP14,BUY42,LEN13,27YUCMH9781AWZM,455231,01-06-2024,PO409,GRN86,1
INV2417,SUP25,BUY62,LEN17,16RDVMV2281BXZS,32648,15-01-2024,PO438,GRN363,0
INV2418,SUP114,BUY24,LEN7,06OZFYZ7012LJZM,38864,16-04-2024,PO257,GRN188,0
INV2419,SUP187,BUY36,LEN11,03LBQSW5478KUZN,85776,24-09-2024,PO396,GRN334,1
INV2420,SUP168,BUY86,LEN2,20ZCTRF2328EOZY,87205,03-11-2024,PO320,GRN446,0
INV2421,SUP22,BUY40,LEN16,27XFZAB9522WBZW,49767,05-03-2024,PO420,GRN248,0
INV2422,SUP184,BUY37,LEN5,04ZQYJT6634DMZB,24415,25-12-2024,PO462,GRN421,0
INV2423,SUP184,BUY37,LEN1,19HDSCZ6170CWZN,30147,27-10-2024,PO211,GRN211,0
INV2424,SUP153,BUY48,LEN18,09CIFYJ0610IHZT,34720,25-05-2024,PO177,GRN500,1
INV2425,SUP50,BUY91,LEN8,24QQISC5382XEZC,73331,23-06-2024,PO316,GRN158,0
INV2426,SUP36,BUY34,LEN10,09VVZDO7414PZZW,56499,10-11-2024,PO303,GRN6,0
INV2427,SUP62,BUY43,LEN10,04AOQKW2698GTZO,73330,20-01-2024,PO21,GRN355,0
INV2428,SUP182,BUY83,LEN24,29OSSSM5720OPZD,8324,15-03-2024,PO291,GRN369,1
INV2429,SUP119,BUY17,LEN8,37UPMGH9665AXZI,79977,18-06-2024,PO80,GRN194,0
INV2430,SUP106,BUY2,LEN10,07IKWFN1577LEZN,39347,17-06-2024,PO281,GRN240,0
INV2431,SUP152,BUY19,LEN6,30GQWIV1276OKZG,22192,07-10-2024,PO490,GRN400,0
INV2432,SUP121,BUY88,LEN13,14WLHDS0019YAZL,33409,23-05-2024,PO10,GRN350,1
INV2433,SUP33,BUY65,LEN5,20HXIZI3995JJZQ,48194,02-10-2024,PO148,GRN230,0
INV2434,SUP186,BUY8,LEN17,33QQLUH8558DVZR,44771,17-02-2024,PO186,GRN123,0
INV2435,SUP176,BUY43,LEN19,27ZPEDD0963FUZY,30382,10-12-2024,PO381,GRN24,0
INV2436,SUP170,BUY100,LEN1,12QVCYK7711OWZO,22989,27-11-2024,PO154,GRN255,0
INV2437,SUP191,BUY24,LEN24,30UKSKU4743ORZB,86176,27-05-2024,PO75,GRN410,1
INV2438,SUP200,BUY40,LEN8,18DBNCW6724OYZU,30098,21-07-2024,PO416,GRN117,0
INV2439,SUP42,BUY57,LEN20,15UKPRP6197BQZN,66365,07-09-2024,PO158,GRN422,0
INV2440,SUP165,BUY41,LEN11,15HNEUM7303BVZO,54880,24-10-2024,PO221,GRN2,0
INV2441,SUP140,BUY39,LEN1,16PHMUQ1627CLZA,10294,07-07-2024,PO290,GRN499,1
INV2442,SUP125,BUY38,LEN13,37JGLON9301PVZT,60454,26-06-2024,PO223,GRN313,0
INV2443,SUP185,BUY28,LEN6,33TWISE9718JFZQ,95427,04-12-2024,PO175,GRN171,0
INV2444,SUP24,BUY26,LEN3,25AGIEI0694IIZC,47369,08-10-2024,PO65,GRN118,1
INV2445,SUP170,BUY19,LEN13,25UQJYF1529ALZB,496910,05-04-2024,PO148,GRN134,1
INV2446,SUP161,BUY11,LEN3,22RWBMY6096LHZF,71980,17-10-2024,PO42,GRN362,0
INV2447,SUP74,BUY84,LEN5,11ABTHY0726AEZG,29671,09-05-2024,PO151,GRN277,0
INV2448,SUP166,BUY92,LEN16,07BFSUD8830DCZO,63294,11-07-2024,PO272,GRN68,0
INV2449,SUP105,BUY95,LEN10,17WZJCR9551CMZQ,6753,19-01-2024,PO77,GRN157,0
INV2450,SUP184,BUY11,LEN19,08YJTRP3283LCZS,17723,19-06-2024,PO165,GRN479,0
INV2451,SUP64,BUY28,LEN14,08JXXZI6239HNZN,339879,26-12-2024,PO247,GRN454,1
INV2452,SUP61,BUY87,LEN7,09FOHED0025JLZO,56844,22-08-2024,PO384,GRN324,0
INV2453,SUP196,BUY90,LEN2,22SRDXQ1192ODZJ,74058,13-08-2024,PO214,GRN424,0
INV2454,SUP183,BUY84,LEN5,08LHSUX8488NLZO,34231,02-11-2024,PO259,GRN490,0
INV2455,SUP110,BUY7,LEN14,21NLXPM8944ABZC,18549,07-04-2024,PO11,GRN67,1
INV2456,SUP82,BUY81,LEN10,31JFMGC1579BKZU,23658,19-08-2024,PO36,GRN241,0
INV2457,SUP180,BUY93,LEN7,25OUOQZ8619IVZE,5725,19-09-2024,PO239,GRN175,0
INV2458,SUP71,BUY2,LEN6,26GEPUM3859IGZE,17298,19-07-2024,PO356,GRN304,0
INV2459,SUP181,BUY30,LEN16,25LGWMN5157ZZZF,40764,06-01-2024,PO343,GRN465,0
INV2460,SUP180,BUY1,LEN10,08VEOON2273QQZE,84134,10-11-2024,PO56,GRN135,1
INV2461,SUP112,BUY40,LEN3,35NMZNI5394QNZR,18242,22-10-2024,PO69,GRN320,0
INV2462,SUP196,BUY10,LEN13,06YFZLS1399TJZA,90974,27-05-2024,PO275,GRN85,0
INV2463,SUP88,BUY12,LEN6,35DVGWH3675GSZC,68664,26-09-2024,PO373,GRN240,0
INV2464,SUP8,BUY36,LEN20,23NHAYN9248HPZD,12411,07-12-2024,PO230,GRN451,0
INV2465,SUP165,BUY90,LEN1,09FFTTS0138MBZJ,39293,15-04-2024,PO406,GRN237,0
INV2466,SUP155,BUY31,LEN22,16ZZRLI4149IOZS,30337,26-09-2024,PO289,GRN332,1
INV2467,SUP77,BUY82,LEN8,24OUTJS7204RNZS,34589,23-03-2024,PO37,GRN213,0
INV2468,SUP99,BUY66,LEN12,15LOJJX3170ODZM,11987,12-09-2024,PO326,GRN239,0
INV2469,SUP149,BUY66,LEN19,24EJYVK5423ZUZE,71976,06-06-2024,PO232,GRN378,0
INV2470,SUP196,BUY56,LEN7,06RNBTG8287UWZS,49951,24-03-2024,PO372,GRN229,0
INV2471,SUP181,BUY42,LEN11,18TWOCF5514CWZX,94535,25-09-2024,PO48,GRN84,0
INV2472,SUP58,BUY2,LEN3,08VKMOG9329HCZV,8739,06-07-2024,PO332,GRN399,0
INV2473,SUP156,BUY99,LEN11,02XFVFW7943BBZZ,5013,25-08-2024,PO448,GRN490,0
INV2474,SUP86,BUY10,LEN12,22ITJZN3629NXZD,70208,24-08-2024,PO228,GRN78,0
INV2475,SUP179,BUY33,LEN14,36UXBPV4271ROZV,24452,08-07-2024,PO47,GRN82,0
INV2476,SUP142,BUY7,LEN4,04OARQV5457AUZS,51692,18-11-2024,PO468,GRN382,0
INV2477,SUP3,BUY7,LEN19,28TFUGF4543UGZC,93455,12-10-2024,PO440,GRN318,0
INV2478,SUP16,BUY88,LEN17,34KPJBV7611WBZF,12390,19-02-2024,PO238,GRN43,0
INV2479,SUP106,BUY52,LEN16,32GSXLE7967TJZA,15943,11-06-2024,PO345,GRN141,1
INV2480,SUP51,BUY34,LEN7,25YILMM4352EGZC,42555,01-04-2024,PO69,GRN475,0
INV2481,SUP107,BUY35,LEN3,30ARAWX2119JLZW,68847,04-12-2024,PO500,GRN452,0
INV2482,SUP174,BUY76,LEN21,36VVFOQ1144IUZL,75309,27-09-2024,PO186,GRN70,1
INV2483,SUP155,BUY78,LEN12,07VQXTS9101KNZF,81860,13-06-2024,PO359,GRN237,0
INV2484,SUP2,BUY6,LEN11,31UWLRV7810XOZT,55178,06-07-2024,PO49,GRN266,0
INV2485,SUP155,BUY79,LEN17,18OAWHA0330KPZP,37927,27-09-2024,PO344,GRN482,0
INV2486,SUP198,BUY94,LEN17,19SUGCS2441FXZM,70274,10-06-2024,PO417,GRN180,0
INV2487,SUP76,BUY100,LEN4,32LYFWL3657LSZW,37862,14-12-2024,PO31,GRN5,1
INV2488,SUP169,BUY99,LEN8,11WNOMF6118MSZQ,33023,02-01-2024,PO387,GRN399,0
INV2489,SUP88,BUY46,LEN29,04XVMWT5603DPZJ,78290,27-08-2024,PO113,GRN375,1
INV2490,SUP35,BUY44,LEN19,30TDKLH4160MDZM,14919,03-03-2024,PO175,GRN26,0
INV2491,SUP120,BUY55,LEN2,23GPWEF5320SAZO,42786,26-09-2024,PO28,GRN294,1
INV2492,SUP70,BUY66,LEN4,03FUKFO2718FBZY,14822,06-11-2024,PO305,GRN472,0
INV2493,SUP61,BUY25,LEN4,33OGYJO4720CJZT,95150,27-04-2024,PO486,GRN389,0
INV2494,SUP58,BUY31,LEN3,31TFRIO2849WIZL,95351,05-08-2024,PO161,GRN327,0
INV2495,SUP11,BUY18,LEN9,15RRDUR2581CDZP,67745,18-11-2024,PO94,GRN451,0
INV2496,SUP177,BUY90,LEN1,18QORZE3224UPZJ,41323,20-11-2024,PO455,GRN89,0
INV2497,SUP187,BUY80,LEN27,05UTPHZ4253TOZU,76859,05-08-2024,PO344,GRN414,1
INV2498,SUP6,BUY13,LEN2,37AQYAV8472FNZH,41007,22-01-2024,PO86,GRN216,0
INV2499,SUP39,BUY28,LEN20,07HDXBF3822HAZY,5913,06-11-2024,PO483,GRN322,0
INV2500,SUP200,BUY85,LEN20,29HQCEP7794TTZC,19350,21-09-2024,PO272,GRN260,0
INV2501,SUP116,BUY64,LEN21,16GIOKF8348HGZZ,44847,07-09-2024,PO61,GRN371,1
INV2502,SUP25,BUY79,LEN7,22KQLXS2148OJZQ,29374,22-02-2024,PO116,GRN19,0
INV2503,SUP160,BUY96,LEN4,37EDZQG8282BJZA,72451,13-09-2024,PO353,GRN278,1
INV2504,SUP192,BUY71,LEN15,24MNZXI0838PVZE,3610,01-08-2024,PO240,GRN60,0
INV2505,SUP176,BUY65,LEN15,31TRDIG1091MRZA,75385,24-08-2024,PO417,GRN115,0
INV2506,SUP136,BUY45,LEN9,04RQUZC7817VJZO,54024,26-07-2024,PO321,GRN378,0
INV2507,SUP88,BUY34,LEN27,13XNIBT7159YJZY,62538,01-10-2024,PO342,GRN257,1
INV2508,SUP15,BUY86,LEN10,27FVYJH2502FUZG,55972,17-07-2024,PO199,GRN234,0
INV2509,SUP74,BUY93,LEN7,18YHQAS4946CLZO,23883,08-02-2024,PO251,GRN51,0
INV2510,SUP34,BUY23,LEN19,34GAMMX9041WRZI,461662,13-06-2024,PO87,GRN226,1
INV2511,SUP12,BUY59,LEN23,19FPEBA4477FBZI,25946,22-05-2024,PO386,GRN302,1
INV2512,SUP83,BUY70,LEN2,29RBACI2472OJZF,5855,11-04-2024,PO490,GRN1,0
INV2513,SUP158,BUY69,LEN7,27HNCPW8585TUZM,35652,06-02-2024,PO478,GRN229,1
INV2514,SUP45,BUY3,LEN14,28CVVDP1107CXZR,69594,26-03-2024,PO433,GRN260,0
INV2515,SUP158,BUY14,LEN3,30BBSMA2380SCZU,99260,23-07-2024,PO15,GRN235,0
INV2516,SUP151,BUY59,LEN18,22YFFXH6580PTZW,95628,10-10-2024,PO480,GRN409,0
INV2517,SUP136,BUY47,LEN15,24UQDKC8240CTZA,34104,25-03-2024,PO303,GRN185,0
INV2518,SUP170,BUY68,LEN11,28PWKDA0276OUZC,85950,21-04-2024,PO87,GRN477,1
INV2519,SUP32,BUY35,LEN14,07GCSEB3547MKZN,61356,08-10-2024,PO147,GRN75,0
INV2520,SUP140,BUY72,LEN14,11YVFAR7841HHZR,40643,16-06-2024,PO366,GRN159,0
INV2521,SUP126,BUY29,LEN21,11EQPIL2928HPZO,18453,02-03-2024,PO479,GRN185,1
INV2522,SUP127,BUY27,LEN26,37WQLQI5613CNZY,34770,05-06-2024,PO131,GRN155,1
INV2523,SUP141,BUY12,LEN12,27GYMXJ8302BSZK,420109,16-07-2024,PO438,GRN121,1
INV2524,SUP69,BUY69,LEN12,07EWAQM4786HZZN,71900,04-09-2024,PO288,GRN349,0
INV2525,SUP114,BUY67,LEN18,32OERYC5110LYZI,99191,25-10-2024,PO77,GRN159,0
INV2526,SUP11,BUY26,LEN11,03GIDDD9973AEZS,86140,04-12-2024,PO320,GRN144,1
INV2527,SUP194,BUY59,LEN2,25PWGKP4247YAZA,31582,19-08-2024,PO137,GRN376,1
INV2528,SUP73,BUY57,LEN12,29DMQXV8624NMZO,46516,01-04-2024,PO57,GRN291,1
INV2529,SUP45,BUY32,LEN13,06CKEWX0243DYZB,31516,09-01-2024,PO431,GRN5,1
INV2530,SUP165,BUY57,LEN16,36SJOJC1331TIZT,4501,12-06-2024,PO358,GRN81,0
INV2531,SUP66,BUY33,LEN23,23ZXHHF7058UCZZ,94521,01-02-2024,PO287,GRN224,1
INV2532,SUP31,BUY76,LEN29,37QMLIM0793JEZF,39810,12-04-2024,PO229,GRN447,1
INV2533,SUP146,BUY95,LEN10,25TIDBI0570CRZW,49421,04-03-2024,PO237,GRN425,0
INV2534,SUP18,BUY27,LEN1,12FURME8659CWZA,19548,16-12-2024,PO315,GRN453,0
INV2535,SUP57,BUY76,LEN8,01WSMZL0657RKZV,73607,15-09-2024,PO451,GRN439,1
INV2536,SUP152,BUY86,LEN13,36NCQQZ5611XMZT,367095,02-09-2024,PO18,GRN87,1
